AuthorID,PaperID
2315153452,948454
2143101752,973027
2767953061,1435264
2164785219,1721811
2722649031,2756294
2575530625,2756294
2702158296,2756294
1826409667,2756294
2648145106,5770643
2133348734,7380096
1159400158,7380096
2047653282,7380096
2488651774,11402875
2060034360,11402875
3215034815,16194193
210350316,16194193
2623936050,21732959
754526371,21732959
2776238253,24342448
2104106966,24342448
2527708549,24342448
748507223,25517813
2444034136,25655047
1843987001,27078247
2228653846,27716194
3185251729,38665418
2715497652,41612980
2531487520,45661254
2110067265,47152349
2786062488,55448126
282203760,55710973
2663128755,62311429
2107038171,74863571
2125107871,75993270
2691657685,83040904
2432236427,102335418
2106057847,103552317
2110161290,105579625
2172195146,105579625
2991191956,109616934
2108967558,111455031
2238676708,111510984
2905712202,114491209
2906486162,114491209
2159314280,114797367
2704495872,117329356
2316277333,118680955
2528978848,127610596
2022178713,130953950
2116350724,133113270
2643539832,137596815
304287033,144086985
2146968234,154939580
2610378091,160775318
2119336848,170524150
2532155691,177086779
2061816210,177353877
2338825760,181719936
2402157609,185176610
2702060448,195946464
2107998125,201175511
2920270872,201175511
2155492315,204082234
2115754872,211604792
1951882599,232700623
2442327254,243016802
1397802307,250877425
2582419560,271524336
2503979543,281220640
2550081936,285105210
2648226178,286089077
2077873288,291663313
2149534640,291663313
2557743666,310273066
2779622785,310273066
2434405463,314228522
2494246032,316622640
2659885303,326757156
1975168198,327078956
3213573522,355100380
2013047332,355977212
2071876023,377653292
2311061598,393960066
2035280041,402696359
2243895201,405619044
3024614773,409759239
418386343,418156873
2101988985,420414885
381710897,420414885
2111517210,426149592
2113753509,428316824
2132977506,560808912
5302329,561226508
2166489098,561226508
2098837784,561226508
2689864345,561226508
2462522438,563028984
1827370930,563028984
250738843,563028984
2151180052,563894490
341761151,565382154
1234805758,568055988
2947645261,568055988
1947576283,569638014
2134058110,570883047
2291101096,572375694
1977906677,574319270
2096951538,574319270
2598250864,575464777
581062087,575464777
2004235813,577161432
2294060436,578004029
15232934,578199052
1858634742,578694155
3037310848,580318797
1719065764,580511755
3045476054,581349545
3045319689,581349545
3044187025,581349545
2665637781,583114971
2522416350,586141170
2076268955,587090245
2102595732,587090245
3120706049,587354241
2123265113,588522231
2585962966,593753497
1825584253,596422859
2918442566,598756518
2259571486,601936472
2134682519,601962557
2121357097,602156807
2119501049,602210677
2106950188,602210677
2124444750,603182787
2646256137,609992693
2166475024,610909518
2162801044,613750198
2568231997,613811009
92589082,613811009
771825890,613811009
2139510701,614714649
2099314508,617162157
1969684177,617701442
2795494181,619261546
3190608370,619879325
3043973068,619879325
2105448878,621671914
2117680445,621700328
2079682428,623119502
2571652822,623565915
2112608964,623943148
2398948322,626563187
2004128055,627796312
2971638312,627937434
2592234774,628126095
2523940059,628126095
2100747010,628126095
2130361425,629294525
2480751201,629636162
2977295200,630870541
2415911351,631702224
2312383171,631897890
2971599182,634198251
2971394102,634283372
2410621593,634283372
2026163603,635914751
1170216305,636952941
3133995168,637580948
3005063266,638922272
2674220714,639117932
2107152508,645246623
2078933763,647607915
2793502381,647607915
2150668863,649390331
2530877113,650138448
1989488096,650340077
2072167935,651302915
2911397180,652776281
2123659719,653256713
2345044161,655372519
991573536,655910261
2171729669,656308865
2663703670,656403381
2101775568,656403381
2118434313,657866540
2738099038,748790393
2172195980,767799312
2149569326,769468337
1966675457,771582999
273811360,777501583
2125337108,791834320
2708582955,800649607
2567208567,809102196
2789566606,812576128
1894667152,826107196
2238413338,826107196
2115240972,826107196
2499341127,838772724
2275098961,840401636
2153156151,856454551
2176519168,880265031
2116112478,880265031
2476474278,882964971
1997910068,892864314
322185856,894752715
2196621462,894752715
2146629114,894752715
2145606575,915120219
2134365804,915120219
1772030867,943087109
2140078336,943087109
2614236422,998946323
3142277584,1000085107
3148106530,1000085107
2697361703,1015868012
2561544880,1019459377
2561821898,1019459377
2100555551,1028266191
330152090,1028968174
2196251128,1047877896
2893215825,1098131009
2118384991,1131787925
2251535135,1149570534
2146971832,1155064031
2483356494,1163956200
2663427439,1165480512
2096676581,1165480512
2126462394,1170795468
2160580993,1176684770
2257518778,1178692321
2345228729,1181564067
2204330719,1184772938
2892397961,1191842179
2715962602,1217994181
2527460713,1222317558
2673872166,1226497953
2266969418,1239330511
1980987239,1263953763
2602513946,1267961526
2496574142,1273420166
2684262830,1412576229
2285322611,1417529692
2275379835,1417529692
2647762663,1417529692
2140278600,1417529692
2012166321,1417529692
2888496040,1417529692
2729585795,1419600489
2940859062,1447195130
267457827,1448371773
2244842972,1451165441
1447954107,1451165441
2323148962,1454792764
2563247920,1479755833
2639101691,1482430660
2107377747,1483481021
396583056,1484517061
2163280584,1484517061
2065911751,1485781259
2109088231,1486450897
3097043181,1487251203
2656747444,1487581967
2288582677,1487752208
1825225701,1490559305
2313968906,1492530174
2658893827,1494142829
2648434913,1499428404
2409718458,1500702669
2923460346,1502528395
2312463056,1504271658
3018288778,1504775687
