PaperID,C5,C5_log
2581413382,0,0.0
2886140226,0,0.0
2517597471,0,0.0
2736264420,0,0.0
2421547648,0,0.0
2668669339,0,0.0
3081648329,0,0.0
2493230217,0,0.0
2754132260,0,0.0
2535492093,0,0.0
2771554599,0,0.0
2963178447,0,0.0
3157026163,0,0.0
3083979234,0,0.0
1999951678,0,0.0
3005417189,0,0.0
2441412840,0,0.0
2623835280,0,0.0
2762181287,0,0.0
2891107500,0,0.0
2885733385,0,0.0
2591447314,0,0.0
2526698574,0,0.0
2580346454,0,0.0
2165322830,0,0.0
2283203745,0,0.0
2615059598,0,0.0
2473123656,0,0.0
2809338877,0,0.0
3110088834,0,0.0
2345542376,0,0.0
2564778685,0,0.0
2477869107,0,0.0
2732991721,0,0.0
2596367661,0,0.0
2946276103,0,0.0
2488474407,0,0.0
2469207384,0,0.0
2561872016,0,0.0
2531368916,0,0.0
2554020471,0,0.0
2601194458,0,0.0
2317818152,0,0.0
2500214434,0,0.0
2280836038,0,0.0
2557792056,0,0.0
2527501977,0,0.0
2497960921,0,0.0
2628344457,0,0.0
2354376337,0,0.0
2339072010,0,0.0
2601213794,0,0.0
2521149415,0,0.0
2587947339,0,0.0
2613513679,0,0.0
3151059017,0,0.0
2321780586,0,0.0
2548627997,0,0.0
2915272161,0,0.0
2322985973,0,0.0
2562549307,0,0.0
2323974029,0,0.0
2337583005,0,0.0
3181850274,0,0.0
2883756152,0,0.0
2340167304,0,0.0
2577349996,0,0.0
2578289903,0,0.0
2502679622,0,0.0
2980557794,0,0.0
2304910677,0,0.0
2173395156,0,0.0
3021027410,0,0.0
3095463168,0,0.0
2787001717,0,0.0
2313442828,0,0.0
2563653555,0,0.0
2564988299,0,0.0
2531498425,0,0.0
2765948156,0,0.0
2464427112,0,0.0
2494895598,0,0.0
2419582890,0,0.0
3120163628,0,0.0
2625239783,0,0.0
1997827438,0,0.0
3106606188,0,0.0
2155672207,0,0.0
3107127271,0,0.0
2460288869,0,0.0
2345078946,0,0.0
2522753917,0,0.0
2769392983,0,0.0
2552250583,0,0.0
2587518147,0,0.0
2321196358,0,0.0
626563187,0,0.0
3129274982,0,0.0
2346381200,0,0.0
2742401441,0,0.0
2777083706,0,0.0
3010131438,0,0.0
3022406363,0,0.0
2616369916,0,0.0
2519193559,0,0.0
2475709755,0,0.0
2529102927,0,0.0
2798614078,0,0.0
2546315428,0,0.0
2199571423,0,0.0
2942356334,0,0.0
2760655136,0,0.0
2462415485,0,0.0
2492700624,0,0.0
2484195751,0,0.0
2341529835,0,0.0
2603596798,0,0.0
2319328220,0,0.0
2614869236,0,0.0
2964855901,0,0.0
2520886559,0,0.0
2780789163,0,0.0
3202540343,0,0.0
2899908971,0,0.0
3043627285,0,0.0
3123810537,0,0.0
2513688312,0,0.0
2907948021,0,0.0
2327860784,0,0.0
2470992697,0,0.0
2550149142,0,0.0
2419673388,0,0.0
2500083797,0,0.0
2555445559,0,0.0
2556646163,0,0.0
2225276255,0,0.0
2588408546,0,0.0
2514733588,0,0.0
2500654808,0,0.0
2395861743,0,0.0
2589721330,0,0.0
2498455307,0,0.0
2542078172,0,0.0
2559086563,0,0.0
2739851639,0,0.0
2508324632,0,0.0
2394916410,0,0.0
2580261411,0,0.0
2594442586,0,0.0
2601690819,0,0.0
2343351319,0,0.0
2768918233,0,0.0
2556495907,0,0.0
2727014553,0,0.0
2353110331,0,0.0
2547592764,0,0.0
2560160677,0,0.0
2476213631,0,0.0
2588285009,0,0.0
3119551473,0,0.0
2553529565,0,0.0
2427358167,0,0.0
2325960787,0,0.0
3108041061,0,0.0
2911419878,0,0.0
2482908143,0,0.0
2476904205,0,0.0
2743773607,0,0.0
2474825595,0,0.0
2968868657,0,0.0
2472708962,0,0.0
2895054662,0,0.0
2514084015,0,0.0
2598997997,0,0.0
2768505412,0,0.0
2897390740,0,0.0
2745534670,0,0.0
2565938545,0,0.0
2523544361,0,0.0
2729064016,0,0.0
2515988356,0,0.0
2560170032,0,0.0
2885423327,0,0.0
2413433532,0,0.0
2598904165,0,0.0
2512084119,0,0.0
2466807881,0,0.0
2610394439,0,0.0
2936038975,0,0.0
2969722588,0,0.0
2585220685,0,0.0
2503842586,0,0.0
2736445833,0,0.0
2346761657,0,0.0
2580706228,0,0.0
2904540805,0,0.0
2477917576,0,0.0
2532449401,0,0.0
2604973545,0,0.0
2508672436,0,0.0
2567043910,0,0.0
2597921996,0,0.0
2522807416,0,0.0
2492602446,0,0.0
2279111732,0,0.0
2295339100,0,0.0
2590318066,0,0.0
2505613902,0,0.0
2917626662,0,0.0
2516218044,0,0.0
2412388350,0,0.0
2922248312,0,0.0
2588854517,0,0.0
2790040526,0,0.0
2531486853,0,0.0
2556948091,0,0.0
3007265749,0,0.0
2471606657,0,0.0
2784232065,0,0.0
1747048150,0,0.0
2553684736,0,0.0
2346188550,0,0.0
2514199661,0,0.0
3144123677,0,0.0
2594825389,0,0.0
2563877593,0,0.0
2769890302,0,0.0
3194261856,0,0.0
2516883876,0,0.0
2378502935,0,0.0
2603504457,0,0.0
2197415345,0,0.0
2521002596,0,0.0
2555347924,0,0.0
2571828889,0,0.0
2541956208,0,0.0
2461429900,0,0.0
2561823582,0,0.0
2548245399,0,0.0
3119602154,0,0.0
2797781381,0,0.0
2492600508,0,0.0
2315663148,0,0.0
2336577745,0,0.0
2793995408,0,0.0
2461937768,0,0.0
2346132121,0,0.0
2321231527,0,0.0
2524792501,0,0.0
2471514522,0,0.0
2609876589,0,0.0
2207009420,0,0.0
2585198473,0,0.0
2511118255,0,0.0
2469632157,0,0.0
2341735733,0,0.0
2316635631,0,0.0
2479652143,0,0.0
2323505404,0,0.0
3204906016,0,0.0
2942716288,0,0.0
2527250618,0,0.0
2761280803,0,0.0
2337750748,0,0.0
2598745243,0,0.0
2538180779,0,0.0
2579368572,0,0.0
2333448180,0,0.0
2341220968,0,0.0
2603303022,0,0.0
2939815267,0,0.0
2913996083,0,0.0
2574400999,0,0.0
2476320918,0,0.0
2537823115,0,0.0
2952037938,0,0.0
2893536144,0,0.0
2788891242,0,0.0
2790133861,0,0.0
2551729288,0,0.0
2416465152,0,0.0
2513867646,0,0.0
2771700339,0,0.0
2519465882,0,0.0
2496117008,0,0.0
2806044466,0,0.0
2220881941,0,0.0
2241997586,0,0.0
2517671726,0,0.0
2343286159,0,0.0
2520701375,0,0.0
2582904779,0,0.0
2954825835,0,0.0
2557922420,0,0.0
2537012972,0,0.0
2234094403,0,0.0
2163406904,0,0.0
2560609278,0,0.0
2554197354,0,0.0
2795078061,0,0.0
3111658650,0,0.0
2542499362,0,0.0
2410179951,0,0.0
2559928332,0,0.0
2524411150,0,0.0
2342426436,0,0.0
2220255083,0,0.0
3114435134,0,0.0
2318651810,0,0.0
2891243352,0,0.0
2523161940,0,0.0
3158526541,0,0.0
2796382278,0,0.0
2278120977,0,0.0
2423172814,0,0.0
3209037614,0,0.0
2537973665,0,0.0
2285189634,0,0.0
2978264869,0,0.0
2605081531,0,0.0
2282371574,0,0.0
2804235166,0,0.0
2889398660,0,0.0
2964379332,0,0.0
2626382263,0,0.0
2400448171,0,0.0
2621043140,0,0.0
2990999999,0,0.0
2773198822,0,0.0
2319859440,0,0.0
3108099810,0,0.0
2793776256,0,0.0
3122077193,0,0.0
2364698619,0,0.0
2480329122,0,0.0
2607060585,0,0.0
2568240714,0,0.0
2471786691,0,0.0
2914530653,0,0.0
2562103562,0,0.0
2489539633,0,0.0
2586187914,0,0.0
2781216498,0,0.0
2300880985,0,0.0
2617223008,0,0.0
2915789483,0,0.0
2340094118,0,0.0
3032250031,0,0.0
2782594144,0,0.0
2486793420,0,0.0
2343937293,0,0.0
2901820297,0,0.0
1943180646,0,0.0
2563975482,0,0.0
2921480442,0,0.0
3212997253,0,0.0
2482968994,0,0.0
2604048172,0,0.0
3133334656,0,0.0
2559034681,0,0.0
2551581652,0,0.0
2969286427,0,0.0
2369996782,0,0.0
2337853629,0,0.0
2557914940,0,0.0
2763400306,0,0.0
2517293464,0,0.0
2256857548,0,0.0
2735023758,0,0.0
2735339897,0,0.0
2973316253,0,0.0
2571516963,0,0.0
2977499446,0,0.0
2604572652,0,0.0
2302657697,0,0.0
2503530137,0,0.0
2300548143,0,0.0
2559551475,0,0.0
2484531408,0,0.0
2282378223,0,0.0
2491149968,0,0.0
2885759378,0,0.0
2549387556,0,0.0
2552337773,0,0.0
2776694410,0,0.0
2556340885,0,0.0
3087600499,0,0.0
2522331018,0,0.0
2614802876,0,0.0
2598892570,0,0.0
2885481851,0,0.0
2611768797,0,0.0
2493984045,0,0.0
3161017598,0,0.0
2734057948,0,0.0
2323861789,0,0.0
2529258232,0,0.0
2529865133,0,0.0
2582144409,0,0.0
2479987391,0,0.0
2551294974,0,0.0
2588572065,0,0.0
2287980572,0,0.0
2523609458,0,0.0
2347193707,0,0.0
2561914144,0,0.0
2460632719,0,0.0
2592077040,0,0.0
2552361237,0,0.0
2481493890,0,0.0
2519114409,0,0.0
2592426065,0,0.0
2585942661,0,0.0
2125703999,0,0.0
2486525879,0,0.0
2403127730,0,0.0
2300445620,0,0.0
2508908114,0,0.0
2564741072,0,0.0
2517994099,0,0.0
2474773749,0,0.0
2902347809,0,0.0
