PaperID,C5,C5_log
2581413382,0,0.0
2886140226,0,0.0
2517597471,0,0.0
2736264420,0,0.0
2421547648,0,0.0
2668669339,0,0.0
2549434553,0,0.0
3081648329,0,0.0
2493230217,0,0.0
2754132260,0,0.0
2535492093,0,0.0
2771554599,0,0.0
2963178447,0,0.0
1541908431,0,0.0
3083979234,0,0.0
1999951678,0,0.0
3005417189,0,0.0
2886878006,0,0.0
2623835280,0,0.0
2762181287,0,0.0
2891107500,0,0.0
2221196088,0,0.0
2591447314,0,0.0
2724954048,0,0.0
2580346454,0,0.0
2607553056,0,0.0
2283203745,0,0.0
2615059598,0,0.0
2473123656,0,0.0
2947253400,0,0.0
2945043026,0,0.0
2345542376,0,0.0
2564778685,0,0.0
2477869107,0,0.0
2284768984,0,0.0
2571289026,0,0.0
2946276103,0,0.0
2488474407,0,0.0
2469207384,0,0.0
2561872016,0,0.0
2531368916,0,0.0
2521343964,0,0.0
2601194458,0,0.0
2317818152,0,0.0
2500214434,0,0.0
2479422443,0,0.0
2800433608,0,0.0
2527501977,0,0.0
2501795924,0,0.0
2628344457,0,0.0
3199292296,0,0.0
2153103378,0,0.0
2402752850,0,0.0
2601213794,0,0.0
2521149415,0,0.0
2335568786,0,0.0
2992887198,0,0.0
2896523337,0,0.0
2548627997,0,0.0
3097884873,0,0.0
2915272161,0,0.0
2322985973,0,0.0
2562549307,0,0.0
2323974029,0,0.0
3181850274,0,0.0
2316404035,0,0.0
2340167304,0,0.0
2770391635,0,0.0
2578289903,0,0.0
2298442027,0,0.0
2502679622,0,0.0
2980557794,0,0.0
2612858863,0,0.0
3021027410,0,0.0
2528481319,0,0.0
2970914001,0,0.0
2787001717,0,0.0
2313442828,0,0.0
2600628440,0,0.0
2800169402,0,0.0
2531498425,0,0.0
2765948156,0,0.0
2464427112,0,0.0
2494895598,0,0.0
3120163628,0,0.0
2943905965,0,0.0
2625239783,0,0.0
3106606188,0,0.0
2524256937,0,0.0
2509617215,0,0.0
2155672207,0,0.0
3107127271,0,0.0
2345078946,0,0.0
2522753917,0,0.0
2566672080,0,0.0
2552250583,0,0.0
2587518147,0,0.0
2557798780,0,0.0
626563187,0,0.0
2346381200,0,0.0
2750774763,0,0.0
2777083706,0,0.0
2565237336,0,0.0
3010131438,0,0.0
3022406363,0,0.0
2593747081,0,0.0
2616369916,0,0.0
2475709755,0,0.0
2529102927,0,0.0
3042620049,0,0.0
2546315428,0,0.0
1851165090,0,0.0
2544026669,0,0.0
2760655136,0,0.0
2907981134,0,0.0
2484195751,0,0.0
2341529835,0,0.0
2735259245,0,0.0
2564228552,0,0.0
2603596798,0,0.0
2570922492,0,0.0
2562401548,0,0.0
2781663315,0,0.0
2701068356,0,0.0
2899908971,0,0.0
2215520405,0,0.0
2183931189,0,0.0
3043627285,0,0.0
3123810537,0,0.0
2907948021,0,0.0
2509665946,0,0.0
2497241771,0,0.0
2790759877,0,0.0
2460743319,0,0.0
2586979817,0,0.0
2537326253,0,0.0
2500083797,0,0.0
2556646163,0,0.0
2514733588,0,0.0
2974146406,0,0.0
2769690994,0,0.0
2985925078,0,0.0
2395861743,0,0.0
2589721330,0,0.0
3114931475,0,0.0
2739851639,0,0.0
2578160370,0,0.0
2614606880,0,0.0
2580261411,0,0.0
2550732991,0,0.0
2483903603,0,0.0
2594442586,0,0.0
2601690819,0,0.0
2768918233,0,0.0
2556495907,0,0.0
2727014553,0,0.0
2353110331,0,0.0
2607442356,0,0.0
2789643094,0,0.0
2998812640,0,0.0
2944315580,0,0.0
2949464392,0,0.0
3088415040,0,0.0
2742878827,0,0.0
2578377138,0,0.0
2427358167,0,0.0
2325960787,0,0.0
3108041061,0,0.0
2911419878,0,0.0
2482908143,0,0.0
2476904205,0,0.0
2743773607,0,0.0
2968868657,0,0.0
2472708962,0,0.0
2895054662,0,0.0
2514084015,0,0.0
2768505412,0,0.0
2620687214,0,0.0
2897390740,0,0.0
2786287119,0,0.0
2729064016,0,0.0
2413810380,0,0.0
2784462001,0,0.0
2515988356,0,0.0
2560170032,0,0.0
2534287834,0,0.0
2598904165,0,0.0
2512084119,0,0.0
3128650434,0,0.0
2775224843,0,0.0
2744864736,0,0.0
2936038975,0,0.0
2474539772,0,0.0
2503842586,0,0.0
2998138412,0,0.0
2558759071,0,0.0
2336469708,0,0.0
2346761657,0,0.0
2580706228,0,0.0
2904540805,0,0.0
2532449401,0,0.0
2604973545,0,0.0
2508672436,0,0.0
3009512281,0,0.0
2623169263,0,0.0
2567043910,0,0.0
2597921996,0,0.0
2279111732,0,0.0
2295339100,0,0.0
2410025634,0,0.0
2917626662,0,0.0
2494029382,0,0.0
2590795360,0,0.0
2583341282,0,0.0
2922248312,0,0.0
3187897277,0,0.0
2790040526,0,0.0
2993461211,0,0.0
2556948091,0,0.0
2471606657,0,0.0
2510511066,0,0.0
2784232065,0,0.0
2748379230,0,0.0
2488785933,0,0.0
2553684736,0,0.0
2346188550,0,0.0
2514199661,0,0.0
2553114989,0,0.0
2594825389,0,0.0
2516883876,0,0.0
2560489731,0,0.0
3044527185,0,0.0
2378502935,0,0.0
2231387876,0,0.0
2197415345,0,0.0
2555347924,0,0.0
2425865708,0,0.0
2475847437,0,0.0
2541956208,0,0.0
3032918160,0,0.0
2909470170,0,0.0
2561823582,0,0.0
3119602154,0,0.0
2797781381,0,0.0
2492600508,0,0.0
2945686325,0,0.0
2793995408,0,0.0
2461937768,0,0.0
2725902083,0,0.0
2028349678,0,0.0
2406174106,0,0.0
2346132121,0,0.0
2321231527,0,0.0
2524792501,0,0.0
2762533611,0,0.0
2207009420,0,0.0
2511118255,0,0.0
2469632157,0,0.0
2341735733,0,0.0
2316635631,0,0.0
2342924764,0,0.0
3204906016,0,0.0
2942716288,0,0.0
2407815709,0,0.0
2503795647,0,0.0
2527250618,0,0.0
2761280803,0,0.0
2315986441,0,0.0
2337750748,0,0.0
2598745243,0,0.0
2565811847,0,0.0
2538180779,0,0.0
2341220968,0,0.0
2939815267,0,0.0
2913996083,0,0.0
2582300438,0,0.0
3146814992,0,0.0
2537823115,0,0.0
2952037938,0,0.0
2893536144,0,0.0
2345957179,0,0.0
2406629271,0,0.0
2551729288,0,0.0
2922790313,0,0.0
2558130623,0,0.0
3124413490,0,0.0
2519465882,0,0.0
2496117008,0,0.0
2806044466,0,0.0
2531945060,0,0.0
2626173183,0,0.0
2220881941,0,0.0
2625352631,0,0.0
2520701375,0,0.0
2582904779,0,0.0
1786270462,0,0.0
2234094403,0,0.0
2727549854,0,0.0
2587259074,0,0.0
2527708771,0,0.0
2488991996,0,0.0
2619301058,0,0.0
2560609278,0,0.0
2883831729,0,0.0
3111658650,0,0.0
2542499362,0,0.0
2410179951,0,0.0
2524411150,0,0.0
2593130054,0,0.0
2492394117,0,0.0
2941106666,0,0.0
2558466661,0,0.0
2891243352,0,0.0
2523161940,0,0.0
2345388467,0,0.0
2494778555,0,0.0
2796382278,0,0.0
2278120977,0,0.0
2423172814,0,0.0
2338095522,0,0.0
3209037614,0,0.0
2312797851,0,0.0
2978264869,0,0.0
2605081531,0,0.0
2282371574,0,0.0
2625726353,0,0.0
3102307476,0,0.0
2381052642,0,0.0
2889398660,0,0.0
2964379332,0,0.0
2400448171,0,0.0
2773198822,0,0.0
2330855056,0,0.0
3108099810,0,0.0
588133971,0,0.0
3172412341,0,0.0
2576667320,0,0.0
2777043477,0,0.0
3122077193,0,0.0
2364698619,0,0.0
2480329122,0,0.0
3003603790,0,0.0
2607060585,0,0.0
2542391938,0,0.0
2471786691,0,0.0
2562103562,0,0.0
2586187914,0,0.0
2781216498,0,0.0
2292982444,0,0.0
2300880985,0,0.0
2617223008,0,0.0
2473192807,0,0.0
2915789483,0,0.0
2730794808,0,0.0
2340094118,0,0.0
3032250031,0,0.0
2782594144,0,0.0
2486793420,0,0.0
2901820297,0,0.0
2921480442,0,0.0
2604048172,0,0.0
3013452231,0,0.0
2307349695,0,0.0
2559034681,0,0.0
2567222558,0,0.0
2395916429,0,0.0
2969286427,0,0.0
2497746047,0,0.0
2369996782,0,0.0
2337853629,0,0.0
2285506735,0,0.0
2517293464,0,0.0
2256857548,0,0.0
2602567074,0,0.0
2735023758,0,0.0
2735339897,0,0.0
3112132610,0,0.0
2589105903,0,0.0
2973316253,0,0.0
2571516963,0,0.0
2977499446,0,0.0
2604572652,0,0.0
2302657697,0,0.0
2300548143,0,0.0
2282378223,0,0.0
2491149968,0,0.0
2885759378,0,0.0
2549387556,0,0.0
2552337773,0,0.0
2391239630,0,0.0
2570729640,0,0.0
2776694410,0,0.0
3087600499,0,0.0
2522331018,0,0.0
2598892570,0,0.0
2885481851,0,0.0
2611768797,0,0.0
2567440721,0,0.0
2493984045,0,0.0
3161017598,0,0.0
2553702388,0,0.0
2526222421,0,0.0
2323861789,0,0.0
2529258232,0,0.0
2529865133,0,0.0
2479987391,0,0.0
2551294974,0,0.0
2523609458,0,0.0
2347193707,0,0.0
2460632719,0,0.0
2899005128,0,0.0
2546732939,0,0.0
2592077040,0,0.0
2552361237,0,0.0
2550936971,0,0.0
2529812815,0,0.0
2481493890,0,0.0
2519114409,0,0.0
2561447080,0,0.0
2585942661,0,0.0
2125703999,0,0.0
2486525879,0,0.0
